BCH_NO	INVSPL_CD	INDVROLETP_CD	TRANS_CD	CORPINDV_CD	DEDTRANS_NO	DT	ISSUE_PRCAL_PAY_NO	FR_PRCAL_PAY_NO	TO_PRCAL_PAY_NO	AMT	CHQTP_CD	PAY_REVS_IND	ORIG_TRANS_CD	GL_CD	MISACCT_CD	ORG_CD	THPTY_CD	BONDANNCAMP_EFFYR	INDV_ID
11		E	C459	I	351	1/1/2023 0:00				200.00	1	0	C459						10932
11		E	C459	I	352	1/1/2023 0:00				200.00	1	0	C459						14140
11		E	C459	I	353	1/1/2023 0:00				200.00	1	0	C459						461198
11		E	C459	I	354	1/1/2023 0:00				200.00	1	0	C459						455274
11		E	C459	I	355	1/1/2023 0:00				200.00	1	0	C459						229868
11		E	C459	I	356	1/1/2023 0:00				200.00	1	0	C459						506741
11		E	C459	I	357	1/1/2023 0:00				200.00	1	0	C459						519452
11		E	C459	I	358	1/1/2023 0:00				200.00	1	0	C459						487256
11		E	C459	I	359	1/1/2023 0:00				200.00	1	0	C459						14182
11		E	C459	I	360	1/1/2023 0:00				200.00	1	0	C459						331640
11		E	C459	I	361	1/1/2023 0:00				200.00	1	0	C459						489948
11		E	C459	I	362	1/1/2023 0:00				200.00	1	0	C459						426880
11		E	C459	I	363	1/1/2023 0:00				200.00	1	0	C459						525075
11		E	C459	I	364	1/1/2023 0:00				200.00	1	0	C459						525052
11		E	C459	I	365	1/1/2023 0:00				200.00	1	0	C459						519600
11		E	C459	I	366	1/1/2023 0:00				200.00	1	0	C459						520179
11		E	C459	I	367	1/1/2023 0:00				200.00	1	0	C459						519585
11		E	C459	I	368	1/1/2023 0:00				200.00	1	0	C459						11423
11		E	C459	I	369	1/1/2023 0:00				200.00	1	0	C459						520177
11		E	C459	I	370	1/1/2023 0:00				200.00	1	0	C459						502065
11		E	C459	I	371	1/1/2023 0:00				200.00	1	0	C459						495704
11		E	C459	I	372	1/1/2023 0:00				200.00	1	0	C459						518028
11		E	C459	I	373	1/1/2023 0:00				200.00	1	0	C459						13123
11		E	C459	I	374	1/1/2023 0:00				200.00	1	0	C459						495047
11		E	C459	I	375	1/1/2023 0:00				200.00	1	0	C459						347956
11		E	C459	I	376	1/1/2023 0:00				200.00	1	0	C459						202346
11		E	C459	I	377	1/1/2023 0:00				200.00	1	0	C459						510381
11		E	C459	I	378	1/1/2023 0:00				200.00	1	0	C459						242280
11		E	C459	I	379	1/1/2023 0:00				200.00	1	0	C459						354518
11		E	C459	I	380	1/1/2023 0:00				200.00	1	0	C459						10865
11		E	C459	I	381	1/1/2023 0:00				200.00	1	0	C459						481733
11		E	C459	I	382	1/1/2023 0:00				200.00	1	0	C459						178154
11		E	C459	I	383	1/1/2023 0:00				200.00	1	0	C459						515956
11		E	C459	I	384	1/1/2023 0:00				200.00	1	0	C459						488577
11		E	C459	I	385	1/1/2023 0:00				200.00	1	0	C459						248680
11		E	C459	I	386	1/1/2023 0:00				200.00	1	0	C459						153585
11		E	C459	I	387	1/1/2023 0:00				200.00	1	0	C459						181367
11		E	C459	I	388	1/1/2023 0:00				200.00	1	0	C459						159680
11		E	C459	I	389	1/1/2023 0:00				200.00	1	0	C459						30346
11		E	C459	I	390	1/1/2023 0:00				200.00	1	0	C459						302822
11		E	C459	I	391	1/1/2023 0:00				200.00	1	0	C459						207863
11		E	C459	I	392	1/1/2023 0:00				200.00	1	0	C459						11518
11		E	C459	I	393	1/1/2023 0:00				200.00	1	0	C459						176994
11		E	C459	I	394	1/1/2023 0:00				200.00	1	0	C459						88559
11		E	C459	I	395	1/1/2023 0:00				200.00	1	0	C459						388292
11		E	C459	I	396	1/1/2023 0:00				200.00	1	0	C459						137996
11		E	C459	I	397	1/1/2023 0:00				200.00	1	0	C459						28761
11		E	C459	I	398	1/1/2023 0:00				200.00	1	0	C459						11014
11		E	C459	I	399	1/1/2023 0:00				200.00	1	0	C459						521567
11		E	C459	I	400	1/1/2023 0:00				200.00	1	0	C459						495856
11		E	C459	I	401	1/1/2023 0:00				200.00	1	0	C459						520132
11		E	C459	I	402	1/1/2023 0:00				200.00	1	0	C459						474886
11		E	C459	I	403	1/1/2023 0:00				200.00	1	0	C459						535020
11		E	C459	I	404	1/1/2023 0:00				200.00	1	0	C459						482180
11		E	C459	I	405	1/1/2023 0:00				200.00	1	0	C459						528085
11		E	C459	I	406	1/1/2023 0:00				200.00	1	0	C459						511498
11		E	C459	I	407	1/1/2023 0:00				200.00	1	0	C459						328970
11		E	C459	I	408	1/1/2023 0:00				200.00	1	0	C459						527969
11		E	C459	I	409	1/1/2023 0:00				200.00	1	0	C459						10267
11		E	C459	I	410	1/1/2023 0:00				200.00	1	0	C459						489935
11		E	C459	I	411	1/1/2023 0:00				200.00	1	0	C459						537417
11		E	C459	I	412	1/1/2023 0:00				200.00	1	0	C459						116798
11		E	C459	I	413	1/1/2023 0:00				200.00	1	0	C459						11386
11		E	C459	I	414	1/1/2023 0:00				200.00	1	0	C459						53223
11		E	C459	I	415	1/1/2023 0:00				200.00	1	0	C459						290816
11		E	C459	I	416	1/1/2023 0:00				200.00	1	0	C459						167093
11		E	C459	I	417	1/1/2023 0:00				200.00	1	0	C459						106294
11		E	C459	I	418	1/1/2023 0:00				200.00	1	0	C459						404980
11		E	C459	I	419	1/1/2023 0:00				200.00	1	0	C459						230816
11		E	C459	I	420	1/1/2023 0:00				200.00	1	0	C459						211742
11		E	C459	I	421	1/1/2023 0:00				200.00	1	0	C459						162320
11		E	C459	I	422	1/1/2023 0:00				200.00	1	0	C459						36293
11		E	C459	I	423	1/1/2023 0:00				200.00	1	0	C459						229931
11		E	C459	I	424	1/1/2023 0:00				200.00	1	0	C459						10745
11		E	C459	I	425	1/1/2023 0:00				200.00	1	0	C459						362735
11		E	C459	I	426	1/1/2023 0:00				200.00	1	0	C459						333881
11		E	C459	I	427	1/1/2023 0:00				200.00	1	0	C459						10331
11		E	C459	I	428	1/1/2023 0:00				200.00	1	0	C459						90746
11		E	C459	I	429	1/1/2023 0:00				200.00	1	0	C459						388756
11		E	C459	I	430	1/1/2023 0:00				200.00	1	0	C459						491508
11		E	C459	I	431	1/1/2023 0:00				200.00	1	0	C459						499115
11		E	C459	I	432	1/1/2023 0:00				200.00	1	0	C459						123273
11		E	C459	I	433	1/1/2023 0:00				200.00	1	0	C459						266507
11		E	C459	I	434	1/1/2023 0:00				200.00	1	0	C459						262850
11		E	C459	I	435	1/1/2023 0:00				200.00	1	0	C459						167926
11		E	C459	I	436	1/1/2023 0:00				200.00	1	0	C459						214325
11		E	C459	I	437	1/1/2023 0:00				200.00	1	0	C459						10445
11		E	C459	I	438	1/1/2023 0:00				200.00	1	0	C459						13563
11		E	C459	I	439	1/1/2023 0:00				200.00	1	0	C459						11455
11		E	C459	I	440	1/1/2023 0:00				200.00	1	0	C459						10353
11		E	C459	I	441	1/1/2023 0:00				200.00	1	0	C459						180245
11		E	C459	I	442	1/1/2023 0:00				200.00	1	0	C459						13963
11		E	C459	I	443	1/1/2023 0:00				200.00	1	0	C459						11443
11		E	C459	I	444	1/1/2023 0:00				200.00	1	0	C459						13751
11		E	C459	I	445	1/1/2023 0:00				200.00	1	0	C459						436670
11		E	C459	I	446	1/1/2023 0:00				200.00	1	0	C459						340478
11		E	C459	I	447	1/1/2023 0:00				200.00	1	0	C459						153601
11		E	C459	I	448	1/1/2023 0:00				200.00	1	0	C459						489077
11		E	C459	I	449	1/1/2023 0:00				200.00	1	0	C459						234447
11		E	C459	I	450	1/1/2023 0:00				200.00	1	0	C459						372491
11		E	C459	I	451	1/1/2023 0:00				200.00	1	0	C459						462851
11		E	C459	I	452	1/1/2023 0:00				200.00	1	0	C459						494366
11		E	C459	I	453	1/1/2023 0:00				200.00	1	0	C459						522190
11		E	C459	I	454	1/1/2023 0:00				200.00	1	0	C459						260468
11		E	C459	I	455	1/1/2023 0:00				200.00	1	0	C459						493923
11		E	C459	I	456	1/1/2023 0:00				200.00	1	0	C459						511866
11		E	C459	I	457	1/1/2023 0:00				200.00	1	0	C459						478036
11		E	C459	I	458	1/1/2023 0:00				200.00	1	0	C459						255507
11		E	C459	I	459	1/1/2023 0:00				200.00	1	0	C459						374270
11		E	C459	I	460	1/1/2023 0:00				200.00	1	0	C459						525994
11		E	C459	I	461	1/1/2023 0:00				200.00	1	0	C459						366800
11		E	C459	I	462	1/1/2023 0:00				200.00	1	0	C459						228436
11		E	C459	I	463	1/1/2023 0:00				200.00	1	0	C459						522912
11		E	C459	I	464	1/1/2023 0:00				200.00	1	0	C459						383241
11		E	C459	I	465	1/1/2023 0:00				200.00	1	0	C459						11368
11		E	C459	I	466	1/1/2023 0:00				200.00	1	0	C459						525385
11		E	C459	I	467	1/1/2023 0:00				200.00	1	0	C459						390193
11		E	C459	I	468	1/1/2023 0:00				200.00	1	0	C459						514761
11		E	C459	I	469	1/1/2023 0:00				200.00	1	0	C459						335537
11		E	C459	I	470	1/1/2023 0:00				200.00	1	0	C459						187538
11		E	C459	I	471	1/1/2023 0:00				200.00	1	0	C459						529025
11		E	C459	I	472	1/1/2023 0:00				200.00	1	0	C459						525472
11		E	C459	I	473	1/1/2023 0:00				200.00	1	0	C459						467926
11		E	C459	I	474	1/1/2023 0:00				200.00	1	0	C459						460712
11		E	C459	I	475	1/1/2023 0:00				200.00	1	0	C459						533355
11		E	C459	I	476	1/1/2023 0:00				200.00	1	0	C459						243404
11		E	C459	I	477	1/1/2023 0:00				200.00	1	0	C459						137554
11		E	C459	I	478	1/1/2023 0:00				200.00	1	0	C459						11623
11		E	C459	I	479	1/1/2023 0:00				200.00	1	0	C459						530735
11		E	C459	I	480	1/1/2023 0:00				200.00	1	0	C459						492126
11		E	C459	I	481	1/1/2023 0:00				200.00	1	0	C459						531726
11		E	C459	I	482	1/1/2023 0:00				200.00	1	0	C459						522317
11		E	C459	I	483	1/1/2023 0:00				200.00	1	0	C459						500067
11		E	C459	I	484	1/1/2023 0:00				200.00	1	0	C459						509644
11		E	C459	I	485	1/1/2023 0:00				200.00	1	0	C459						471122
11		E	C459	I	486	1/1/2023 0:00				200.00	1	0	C459						527989
11		E	C459	I	487	1/1/2023 0:00				200.00	1	0	C459						14180
11		E	C459	I	488	1/1/2023 0:00				200.00	1	0	C459						254585
11		E	C459	I	489	1/1/2023 0:00				200.00	1	0	C459						206633
11		E	C459	I	490	1/1/2023 0:00				200.00	1	0	C459						528810
11		E	C459	I	491	1/1/2023 0:00				200.00	1	0	C459						496877
11		E	C459	I	492	1/1/2023 0:00				200.00	1	0	C459						495098
11		E	C459	I	493	1/1/2023 0:00				200.00	1	0	C459						518679
11		E	C459	I	494	1/1/2023 0:00				200.00	1	0	C459						146474
11		E	C459	I	495	1/1/2023 0:00				200.00	1	0	C459						10740
11		E	C459	I	496	1/1/2023 0:00				200.00	1	0	C459						502966
11		E	C459	I	497	1/1/2023 0:00				200.00	1	0	C459						10403
11		E	C459	I	498	1/1/2023 0:00				200.00	1	0	C459						365867
11		E	C459	I	499	1/1/2023 0:00				200.00	1	0	C459						11562
11		E	C459	I	500	1/1/2023 0:00				200.00	1	0	C459						501328
11		E	C459	I	501	1/1/2023 0:00				200.00	1	0	C459						531727
11		E	C459	I	502	1/1/2023 0:00				200.00	1	0	C459						526773
11		E	C459	I	503	1/1/2023 0:00				200.00	1	0	C459						527434
11		E	C459	I	504	1/1/2023 0:00				200.00	1	0	C459						526741
11		E	C459	I	505	1/1/2023 0:00				200.00	1	0	C459						10087
11		E	C459	I	506	1/1/2023 0:00				200.00	1	0	C459						502074
11		E	C459	I	507	1/1/2023 0:00				200.00	1	0	C459						293740
11		E	C459	I	508	1/1/2023 0:00				200.00	1	0	C459						526450
11		E	C459	I	509	1/1/2023 0:00				200.00	1	0	C459						460295
11		E	C459	I	510	1/1/2023 0:00				200.00	1	0	C459						475543
11		E	C459	I	511	1/1/2023 0:00				200.00	1	0	C459						518422
11		E	C459	I	512	1/1/2023 0:00				200.00	1	0	C459						454994
11		E	C459	I	513	1/1/2023 0:00				200.00	1	0	C459						131912
11		E	C459	I	514	1/1/2023 0:00				200.00	1	0	C459						507503
11		E	C459	I	515	1/1/2023 0:00				200.00	1	0	C459						527616
11		E	C459	I	516	1/1/2023 0:00				200.00	1	0	C459						511003
11		E	C474	I	517	1/1/2023 0:00				200.00	1	0	C474						487045
11		E	C474	I	518	1/1/2023 0:00				200.00	1	0	C474						477540
11		E	C474	I	519	1/1/2023 0:00				200.00	1	0	C474						508035
11		E	C474	I	520	1/1/2023 0:00				200.00	1	0	C474						475666
11		E	C474	I	521	1/1/2023 0:00				200.00	1	0	C474						481710
11		E	C474	I	522	1/1/2023 0:00				200.00	1	0	C474						487201
11		E	C474	I	523	1/1/2023 0:00				200.00	1	0	C474						474676
11		E	C474	I	524	1/1/2023 0:00				200.00	1	0	C474						487222
11		E	C474	I	525	1/1/2023 0:00				200.00	1	0	C474						474943
11		E	C474	I	526	1/1/2023 0:00				200.00	1	0	C474						491074
11		E	C474	I	527	1/1/2023 0:00				200.00	1	0	C474						488941
11		E	C474	I	528	1/1/2023 0:00				200.00	1	0	C474						498839
11		E	C474	I	529	1/1/2023 0:00				200.00	1	0	C474						496993
11		E	C474	I	530	1/1/2023 0:00				200.00	1	0	C474						484232
11		E	C474	I	531	1/1/2023 0:00				200.00	1	0	C474						510870
11		E	C474	I	532	1/1/2023 0:00				200.00	1	0	C474						530797
11		E	C474	I	533	1/1/2023 0:00				200.00	1	0	C474						506949
11		E	C474	I	534	1/1/2023 0:00				200.00	1	0	C474						515501
11		E	C457	I	535	1/1/2023 0:00				250.00	1	0	C457						114298
11		E	C457	I	536	1/1/2023 0:00				250.00	1	0	C457						512573
11		E	C457	I	537	1/1/2023 0:00				250.00	1	0	C457						382391
11		E	C457	I	538	1/1/2023 0:00				250.00	1	0	C457						441316
11		E	C457	I	539	1/1/2023 0:00				200.00	1	0	C457						534169
11		E	C457	I	540	1/1/2023 0:00				200.00	1	0	C457						513709
11		E	C457	I	541	1/1/2023 0:00				200.00	1	0	C457						496085
11		E	C457	I	542	1/1/2023 0:00				200.00	1	0	C457						534714
11		E	C457	I	543	1/1/2023 0:00				200.00	1	0	C457						497427
11		E	C457	I	544	1/1/2023 0:00				200.00	1	0	C457						536115
11		E	C457	I	545	1/1/2023 0:00				200.00	1	0	C457						536368
11		E	C457	I	546	1/1/2023 0:00				200.00	1	0	C457						537411
11		E	C457	I	547	1/1/2023 0:00				200.00	1	0	C457						528632
11		E	C457	I	548	1/1/2023 0:00				200.00	1	0	C457						220868
11		E	C457	I	549	1/1/2023 0:00				200.00	1	0	C457						531692
11		E	C457	I	550	1/1/2023 0:00				200.00	1	0	C457						332620
11		E	C457	I	551	1/1/2023 0:00				200.00	1	0	C457						537448
11		E	C457	I	552	1/1/2023 0:00				200.00	1	0	C457						535161
11		E	C457	I	553	1/1/2023 0:00				200.00	1	0	C457						517801
11		E	C457	I	554	1/1/2023 0:00				200.00	1	0	C457						502071
11		E	C457	I	555	1/1/2023 0:00				200.00	1	0	C457						505958
11		E	C457	I	556	1/1/2023 0:00				200.00	1	0	C457						531990
11		E	C457	I	557	1/1/2023 0:00				200.00	1	0	C457						538426
11		E	C457	I	558	1/1/2023 0:00				200.00	1	0	C457						509290
11		E	C457	I	559	1/1/2023 0:00				200.00	1	0	C457						242334
11		E	C457	I	560	1/1/2023 0:00				200.00	1	0	C457						534450
11		E	C457	I	561	1/1/2023 0:00				200.00	1	0	C457						524070
11		E	C457	I	562	1/1/2023 0:00				200.00	1	0	C457						497399
11		E	C457	I	563	1/1/2023 0:00				200.00	1	0	C457						517777
11		E	C457	I	564	1/1/2023 0:00				200.00	1	0	C457						507359
11		E	C457	I	565	1/1/2023 0:00				200.00	1	0	C457						514428
11		E	C457	I	566	1/1/2023 0:00				200.00	1	0	C457						529059
11		E	C457	I	567	1/1/2023 0:00				200.00	1	0	C457						425490
11		E	C457	I	568	1/1/2023 0:00				200.00	1	0	C457						494604
11		E	C457	I	569	1/1/2023 0:00				200.00	1	0	C457						536360
11		E	C457	I	570	1/1/2023 0:00				200.00	1	0	C457						129650
11		E	C457	I	571	1/1/2023 0:00				200.00	1	0	C457						510510
11		E	C457	I	572	1/1/2023 0:00				200.00	1	0	C457						326100
11		E	C457	I	573	1/1/2023 0:00				200.00	1	0	C457						535385
11		E	C457	I	574	1/1/2023 0:00				200.00	1	0	C457						531808
11		E	C457	I	575	1/1/2023 0:00				200.00	1	0	C457						141233
11		E	C457	I	576	1/1/2023 0:00				200.00	1	0	C457						525954
11		E	C457	I	577	1/1/2023 0:00				200.00	1	0	C457						535608
11		E	C457	I	578	1/1/2023 0:00				200.00	1	0	C457						528572
11		E	C457	I	579	1/1/2023 0:00				200.00	1	0	C457						493330
11		E	C457	I	580	1/1/2023 0:00				200.00	1	0	C457						498763
11		E	C457	I	581	1/1/2023 0:00				200.00	1	0	C457						138474
11		E	C457	I	582	1/1/2023 0:00				200.00	1	0	C457						526892
11		E	C457	I	583	1/1/2023 0:00				200.00	1	0	C457						536485
11		E	C457	I	584	1/1/2023 0:00				200.00	1	0	C457						505802
11		E	C457	I	585	1/1/2023 0:00				200.00	1	0	C457						488143
11		E	C457	I	586	1/1/2023 0:00				200.00	1	0	C457						536532
11		E	C457	I	587	1/1/2023 0:00				200.00	1	0	C457						511654
11		E	C457	I	588	1/1/2023 0:00				200.00	1	0	C457						527737
11		E	C457	I	589	1/1/2023 0:00				200.00	1	0	C457						538348
11		E	C457	I	590	1/1/2023 0:00				200.00	1	0	C457						535284
11		E	C457	I	591	1/1/2023 0:00				200.00	1	0	C457						515797
11		E	C457	I	592	1/1/2023 0:00				200.00	1	0	C457						535765
11		E	C457	I	593	1/1/2023 0:00				200.00	1	0	C457						528345
11		E	C457	I	594	1/1/2023 0:00				200.00	1	0	C457						331223
11		E	C457	I	595	1/1/2023 0:00				200.00	1	0	C457						264163
11		E	C457	I	596	1/1/2023 0:00				200.00	1	0	C457						36418
11		E	C457	I	597	1/1/2023 0:00				200.00	1	0	C457						106765
11		E	C457	I	598	1/1/2023 0:00				200.00	1	0	C457						496040
11		E	C457	I	599	1/1/2023 0:00				200.00	1	0	C457						52407
11		E	C457	I	600	1/1/2023 0:00				200.00	1	0	C457						240164
11		E	C457	I	601	1/1/2023 0:00				200.00	1	0	C457						514651
11		E	C457	I	602	1/1/2023 0:00				200.00	1	0	C457						495516
11		E	C457	I	603	1/1/2023 0:00				200.00	1	0	C457						248004
11		E	C457	I	604	1/1/2023 0:00				200.00	1	0	C457						488817
11		E	C457	I	605	1/1/2023 0:00				200.00	1	0	C457						515296
11		E	C457	I	606	1/1/2023 0:00				200.00	1	0	C457						511803
11		E	C457	I	607	1/1/2023 0:00				200.00	1	0	C457						512790
11		E	C457	I	608	1/1/2023 0:00				200.00	1	0	C457						13940
11		E	C457	I	609	1/1/2023 0:00				200.00	1	0	C457						494850
11		E	C457	I	610	1/1/2023 0:00				200.00	1	0	C457						45435
11		E	C457	I	611	1/1/2023 0:00				200.00	1	0	C457						501559
11		E	C457	I	612	1/1/2023 0:00				200.00	1	0	C457						106021
11		E	C457	I	613	1/1/2023 0:00				200.00	1	0	C457						359975
11		E	C457	I	614	1/1/2023 0:00				200.00	1	0	C457						512910
11		E	C457	I	615	1/1/2023 0:00				200.00	1	0	C457						393010
11		E	C457	I	616	1/1/2023 0:00				200.00	1	0	C457						211820
11		E	C457	I	617	1/1/2023 0:00				200.00	1	0	C457						495548
11		E	C457	I	618	1/1/2023 0:00				200.00	1	0	C457						504143
11		E	C457	I	619	1/1/2023 0:00				200.00	1	0	C457						504447
11		E	C457	I	620	1/1/2023 0:00				200.00	1	0	C457						208643
11		E	C457	I	621	1/1/2023 0:00				200.00	1	0	C457						501109
11		E	C457	I	622	1/1/2023 0:00				200.00	1	0	C457						500665
11		E	C457	I	623	1/1/2023 0:00				200.00	1	0	C457						21790
11		E	C457	I	624	1/1/2023 0:00				200.00	1	0	C457						21311
11		E	C457	I	625	1/1/2023 0:00				200.00	1	0	C457						470843
11		E	C457	I	626	1/1/2023 0:00				200.00	1	0	C457						53439
11		E	C457	I	627	1/1/2023 0:00				200.00	1	0	C457						26724
11		E	C457	I	628	1/1/2023 0:00				200.00	1	0	C457						490894
11		E	C457	I	629	1/1/2023 0:00				200.00	1	0	C457						393163
11		E	C457	I	630	1/1/2023 0:00				200.00	1	0	C457						106781
11		E	C457	I	631	1/1/2023 0:00				200.00	1	0	C457						456750
11		E	C457	I	632	1/1/2023 0:00				200.00	1	0	C457						222098
11		E	C457	I	633	1/1/2023 0:00				200.00	1	0	C457						87288
11		E	C457	I	634	1/1/2023 0:00				200.00	1	0	C457						292538
11		E	C457	I	635	1/1/2023 0:00				200.00	1	0	C457						501736
11		E	C457	I	636	1/1/2023 0:00				200.00	1	0	C457						491055
11		E	C457	I	637	1/1/2023 0:00				200.00	1	0	C457						513788
11		E	C457	I	638	1/1/2023 0:00				200.00	1	0	C457						251593
11		E	C457	I	639	1/1/2023 0:00				200.00	1	0	C457						526607
11		E	C457	I	640	1/1/2023 0:00				200.00	1	0	C457						508072
11		E	C457	I	641	1/1/2023 0:00				200.00	1	0	C457						527274
11		E	C457	I	642	1/1/2023 0:00				200.00	1	0	C457						527250
11		E	C457	I	643	1/1/2023 0:00				200.00	1	0	C457						521547
11		E	C457	I	644	1/1/2023 0:00				200.00	1	0	C457						527613
11		E	C457	I	645	1/1/2023 0:00				200.00	1	0	C457						324356
11		E	C457	I	646	1/1/2023 0:00				200.00	1	0	C457						264725
11		E	C457	I	647	1/1/2023 0:00				200.00	1	0	C457						519112
11		E	C457	I	648	1/1/2023 0:00				200.00	1	0	C457						494827
11		E	C457	I	649	1/1/2023 0:00				200.00	1	0	C457						488202
11		E	C457	I	650	1/1/2023 0:00				200.00	1	0	C457						264845
11		E	C457	I	651	1/1/2023 0:00				200.00	1	0	C457						222804
11		E	C457	I	652	1/1/2023 0:00				200.00	1	0	C457						517330
11		E	C457	I	653	1/1/2023 0:00				200.00	1	0	C457						526297
11		E	C457	I	654	1/1/2023 0:00				200.00	1	0	C457						526538
11		E	C457	I	655	1/1/2023 0:00				200.00	1	0	C457						138013
11		E	C457	I	656	1/1/2023 0:00				200.00	1	0	C457						530731
11		E	C457	I	657	1/1/2023 0:00				200.00	1	0	C457						525516
11		E	C457	I	658	1/1/2023 0:00				200.00	1	0	C457						473720
11		E	C457	I	659	1/1/2023 0:00				200.00	1	0	C457						526382
11		E	C457	I	660	1/1/2023 0:00				200.00	1	0	C457						283031
11		E	C457	I	661	1/1/2023 0:00				200.00	1	0	C457						495027
11		E	C457	I	662	1/1/2023 0:00				200.00	1	0	C457						499528
11		E	C457	I	663	1/1/2023 0:00				200.00	1	0	C457						528956
11		E	C457	I	664	1/1/2023 0:00				200.00	1	0	C457						241127
11		E	C457	I	665	1/1/2023 0:00				200.00	1	0	C457						348164
11		E	C457	I	666	1/1/2023 0:00				200.00	1	0	C457						485190
11		E	C457	I	667	1/1/2023 0:00				200.00	1	0	C457						250450
11		E	C457	I	668	1/1/2023 0:00				200.00	1	0	C457						13487
11		E	C457	I	669	1/1/2023 0:00				200.00	1	0	C457						181934
11		E	C457	I	670	1/1/2023 0:00				200.00	1	0	C457						232933
11		E	C457	I	671	1/1/2023 0:00				200.00	1	0	C457						243662
11		E	C457	I	672	1/1/2023 0:00				200.00	1	0	C457						84616
11		E	C457	I	673	1/1/2023 0:00				200.00	1	0	C457						105429
11		E	C457	I	674	1/1/2023 0:00				200.00	1	0	C457						376736
11		E	C457	I	675	1/1/2023 0:00				200.00	1	0	C457						235820
11		E	C457	I	676	1/1/2023 0:00				200.00	1	0	C457						51029
11		E	C457	I	677	1/1/2023 0:00				200.00	1	0	C457						39008
11		E	C457	I	678	1/1/2023 0:00				200.00	1	0	C457						46094
11		E	C457	I	679	1/1/2023 0:00				200.00	1	0	C457						55871
11		E	C457	I	680	1/1/2023 0:00				200.00	1	0	C457						39933
11		E	C457	I	681	1/1/2023 0:00				200.00	1	0	C457						513600
11		E	C457	I	682	1/1/2023 0:00				200.00	1	0	C457						254190
11		E	C457	I	683	1/1/2023 0:00				200.00	1	0	C457						496799
11		E	C457	I	684	1/1/2023 0:00				200.00	1	0	C457						521939
11		E	C457	I	685	1/1/2023 0:00				200.00	1	0	C457						45443
11		E	C457	I	686	1/1/2023 0:00				200.00	1	0	C457						522926
11		E	C457	I	687	1/1/2023 0:00				200.00	1	0	C457						496235
11		E	C457	I	688	1/1/2023 0:00				200.00	1	0	C457						109728
11		E	C457	I	689	1/1/2023 0:00				200.00	1	0	C457						504949
11		E	C457	I	690	1/1/2023 0:00				200.00	1	0	C457						107235
11		E	C457	I	691	1/1/2023 0:00				200.00	1	0	C457						205271
11		E	C457	I	692	1/1/2023 0:00				200.00	1	0	C457						289292
11		E	C457	I	693	1/1/2023 0:00				200.00	1	0	C457						348137
11		E	C457	I	694	1/1/2023 0:00				200.00	1	0	C457						92163
11		E	C457	I	695	1/1/2023 0:00				200.00	1	0	C457						334680
11		E	C457	I	696	1/1/2023 0:00				200.00	1	0	C457						121939
11		E	C457	I	697	1/1/2023 0:00				200.00	1	0	C457						339524
11		E	C457	I	698	1/1/2023 0:00				200.00	1	0	C457						10939
11		E	C457	I	699	1/1/2023 0:00				200.00	1	0	C457						411940
11		E	C457	I	700	1/1/2023 0:00				200.00	1	0	C457						25593
11		E	C457	I	701	1/1/2023 0:00				200.00	1	0	C457						205598
11		E	C457	I	702	1/1/2023 0:00				200.00	1	0	C457						195010
11		E	C457	I	703	1/1/2023 0:00				200.00	1	0	C457						445520
11		E	C457	I	704	1/1/2023 0:00				200.00	1	0	C457						491714
11		E	C457	I	705	1/1/2023 0:00				200.00	1	0	C457						498814
11		E	C457	I	706	1/1/2023 0:00				200.00	1	0	C457						349988
11		E	C457	I	707	1/1/2023 0:00				200.00	1	0	C457						462503
11		E	C457	I	708	1/1/2023 0:00				200.00	1	0	C457						499108
11		E	C457	I	709	1/1/2023 0:00				200.00	1	0	C457						63032
11		E	C457	I	710	1/1/2023 0:00				200.00	1	0	C457						25494
11		E	C457	I	711	1/1/2023 0:00				200.00	1	0	C457						354245
11		E	C457	I	712	1/1/2023 0:00				200.00	1	0	C457						214996
11		E	C457	I	713	1/1/2023 0:00				200.00	1	0	C457						47142
11		E	C457	I	714	1/1/2023 0:00				200.00	1	0	C457						50328
11		E	C457	I	715	1/1/2023 0:00				200.00	1	0	C457						302116
11		E	C457	I	716	1/1/2023 0:00				200.00	1	0	C457						239291
11		E	C457	I	717	1/1/2023 0:00				200.00	1	0	C457						402266
11		E	C457	I	718	1/1/2023 0:00				200.00	1	0	C457						299366
11		E	C457	I	719	1/1/2023 0:00				200.00	1	0	C457						39529
11		E	C457	I	720	1/1/2023 0:00				200.00	1	0	C457						396521
11		E	C457	I	721	1/1/2023 0:00				200.00	1	0	C457						111096
11		E	C457	I	722	1/1/2023 0:00				200.00	1	0	C457						19638
11		E	C457	I	723	1/1/2023 0:00				200.00	1	0	C457						355904
11		E	C457	I	724	1/1/2023 0:00				200.00	1	0	C457						130997
11		E	C457	I	725	1/1/2023 0:00				200.00	1	0	C457						432203
11		E	C457	I	726	1/1/2023 0:00				200.00	1	0	C457						404776
11		E	C457	I	727	1/1/2023 0:00				200.00	1	0	C457						241303
11		E	C457	I	728	1/1/2023 0:00				200.00	1	0	C457						489976
11		E	C457	I	729	1/1/2023 0:00				200.00	1	0	C457						238802
11		E	C457	I	730	1/1/2023 0:00				200.00	1	0	C457						502145
11		E	C457	I	731	1/1/2023 0:00				200.00	1	0	C457						510455
11		E	C457	I	732	1/1/2023 0:00				200.00	1	0	C457						266110
11		E	C457	I	733	1/1/2023 0:00				200.00	1	0	C457						393714
